SNOMED;Diagnóstico;
M-85883;Spindle cell tumour with thymus-like differentiation (SETTLE);
M-88570;Spindle cell/pleomorphic lipoma;
M-88570;Spindle cell/pleomorphic lipoma;
M-88570;Spindle cell/pleomorphic lipoma;
M-88570;Spindle cell/pleomorphic lipoma;
M-88570;Spindle cell/pleomorphic lipoma;
M-88570;Spindle cell/pleomorphic lipoma;
M-88570;Spindle cell/pleomorphic lipoma;
M-84033;Spiradenocarcinoma;
M-84033;Spiradenoma, Malignant;
M-84030;Spiradenoma, NOS;
M-84030;Spiradenoma, NOS;
M-87700;Spitz naevus;
M-87203;Spitzoid melanoma;
M-96893;Splenic B-cell marginal zone lymphoma;
M-80702;Squamous cell carcinoma in situ;
M-80753;Squamous cell carcinoma, acantholytic;
M-80753;Squamous cell carcinoma, adenoid;
M-80833;Squamous cell carcinoma, basaloid;
M-80843;Squamous cell carcinoma, clear cell type;
M-80713;Squamous cell carcinoma, keratinizing;
M-80723;Squamous cell carcinoma, non-keratinizing;
M-80703;Squamous cell carcinoma, NOS;
M-80523;Squamous cell carcinoma, papillary;
M-92703;Squamous cell carcinoma, primary intraosseous;
M-80753;Squamous cell carcinoma, pseudoglandular;
M-80753;Squamous cell carcinoma, pseudovascular;
M-80743;Squamous cell carcinoma, sarcomatoid;
M-80743;Squamous cell carcinoma, spindle cell;
M-80513;Squamous cell carcinoma, verrucous;
M-80513;Squamous cell carcinoma, verrucous;
M-80513;Squamous cell carcinoma, verrucous;
M-80513;Squamous cell carcinoma, verrucous;
M-80513;Squamous cell carcinoma, verrucous;
M-80513;Squamous cell carcinoma, verrucous;
M-80513;Squamous cell carcinoma, verrucous;
M-80513;Squamous cell carcinoma, warty;
M-80772;Squamous intraepithelial lesion, High-grade (HSIL / CIN2 + CIN3, VAIN2 + VAIN3, VIN2 + VIN3);
M-80770;Squamous intraepithelial lesion, Low-grade (LSIL / CIN1, VAIN1, VIN1);
M-80772;Squamous intraepithelial neoplasia, high grade (severe dysplasia);
M-80770;Squamous intraepithelial neoplasia, low grade (light or moderate dysplasia);
M-80812;Squamous intraepithelial neoplasia, perianal;
M-73200;Squamous metaplasia;
M-93120;Squamous odontogenic tumour;
M-80520;Squamous papilloma, NOS;
M-54110;Steatonecrosis;
M-86703;Steroid cell tumour, Malignant;
M-86700;Steroid cell tumour, NOS;
M-84412;STIC (Serous tubal intraepithelial carcinoma);
M-88230;Storiform collagenoma;
M-72000;Stromal hyperplasia, NOS;
M-72000;Stromal hyperplasia, pseudoangiomatous;
M-72000;Stromal hyperplasia, pseudoangiomatous;
M-73040;Stromal hyperthecosis;
M-89303;Stromal sarcoma of uterus, high grade;
M-89313;Stromal sarcoma of uterus, low grade;
M-89303;Stromal sarcoma of uterus, NOS;
M-89353;Stromal sarcoma, NOS (except for uterus);
M-89351;Stromal tumour of uncertain malignant potential;
M-89751;Stromal tumour, calcifying nested epithelial;
M-89751;Stromal tumour, calcifying nested epithelial;
M-89363;Stromal tumour, extra-gastrointestinal;
M-89363;Stromal tumour, gastrointestinal (GIST);
M-89351;Stromal tumour, metanephric;
M-85900;Stromal tumour, microcystic;
M-85921;Stromal tumour, mixed germ cell - sex cord-gonadal, unclassified;
M-86020;Stromal tumour, sclerosing;
M-85911;Stromal tumour, sex cord-gonadal, incompletely differentiated;
M-85903;Stromal tumour, sex cord-gonadal, Malignant;
M-85921;Stromal tumour, sex cord-gonadal, mixed form;
M-85901;Stromal tumour, sex cord-gonadal, NOS;
M-85911;Stromal tumour, sex cord-gonadal, unclassified;
M-85900;Stromal tumour, signet-ring;
M-90900;Struma ovarii, Benign;
M-90903;Struma ovarii, Malignant;
M-90911;Strumal carcinoid;
M-97083;Subcutaneous panniculitis-like T-cell lymphoma;
M-93841;Subependymal giant cell astrocytoma;
M-93831;Subependymoma;
M-88411;Superficial angiomyxoma;
M-80913;Superficial basal cell carcinoma;
M-88250;Superficial myofibroblastoma;
M-87433;Superficial spreading melanoma (SSM);
M-87230;Sutton naevus;
M-84003;Sweat gland (adeno)carcinoma;
M-84003;Sweat gland tumour, Malignant;
M-86823;Sympathetic paraganglioma;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90433;Synovial sarcoma, biphasic;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90423;Synovial sarcoma, epithelioid;
M-90413;Synovial sarcoma, monophasic;
M-90413;Synovial sarcoma, monophasic;
M-90413;Synovial sarcoma, monophasic;
M-90413;Synovial sarcoma, monophasic;
M-90413;Synovial sarcoma, monophasic;
M-90413;Synovial sarcoma, monophasic;
M-90413;Synovial sarcoma, monophasic;
M-90413;Synovial sarcoma, monophasic;
M-90403;Synovial sarcoma, NOS;
M-90413;Synovial sarcoma, spindle cell;
M-92201;(Synovial) chondromatosis;
M-84060;Syringocystadenoma papilliferum;
M-84060;Syringocystadenoma papilliferum;
M-83920;Syringofibroadenoma;
M-84070;Syringoma;
M-84070;Syringomatous adenoma / tumour;
M-84070;Syringomatous adenoma / tumour;
M-84070;Syringomatous adenoma / tumour;
M-84070;Syringomatous adenoma / tumour;
M-84070;Syringomatous adenoma / tumour;
M-84070;Syringomatous adenoma / tumour;
M-97243;Systemic EBV positive T-cell lymphoproliferative disease of childhood;
M-97243;Systemic EBV positive T-cell lymphoproliferative disease of childhood;
M-97413;Systemic mastocytosis with associated haematological clonal non-mast cell disorder;
M-97413;Systemic mastocytosis with associated haematological clonal non-mast cell disorder;
M-97413;Systemic mastocytosis with associated haematological clonal non-mast cell disorder;
M-97413;Systemic mastocytosis with associated haematological clonal non-mast cell disorder;
M-97413;Systemic mastocytosis with associated haematological clonal non-mast cell disorder;
M-98373;T lymphoblastic leukaemia/lymphoma;
M-97193;T/NK-cell lymphoma;
M-97193;T/NK-cell lymphoma;
M-93913;Tanycytic ependymoma;
M-91200;Targetoid haemosiderotic haemangioma;
M-91200;Targetoid haemosiderotic haemangioma;
M-81313;TCC, micropapillary;
M-81202;TCC, non-papillary, in situ;
M-81203;TCC, non-papillary, invasive;
M-81203;TCC, non-papillary, invasive;
M-81203;TCC, non-papillary, invasive;
M-81203;TCC, non-papillary, invasive;
M-81203;TCC, non-papillary, invasive;
M-81203;TCC, non-papillary, invasive;
M-81203;TCC, non-papillary, invasive;
M-81203;TCC, non-papillary, invasive with glandular differentiation;
M-81203;TCC, non-papillary, invasive with squamous differentiation;
M-81203;TCC, non-papillary, invasive with trophoblastic differentiation;
M-81203;TCC, non-papillary, invasive with trophoblastic differentiation;
M-81203;TCC, non-papillary, invasive with trophoblastic differentiation;
M-81203;TCC, non-papillary, invasive with trophoblastic differentiation;
M-81203;TCC, non-papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive;
M-81303;TCC, papillary, invasive;
M-81303;TCC, papillary, invasive;
M-81303;TCC, papillary, invasive;
M-81303;TCC, papillary, invasive;
M-81303;TCC, papillary, invasive;
M-81303;TCC, papillary, invasive;
M-81303;TCC, papillary, invasive with glandular differentiation;
M-81303;TCC, papillary, invasive with glandular differentiation;
M-81303;TCC, papillary, invasive with glandular differentiation;
M-81303;TCC, papillary, invasive with glandular differentiation;
M-81303;TCC, papillary, invasive with glandular differentiation;
M-81303;TCC, papillary, invasive with glandular differentiation;
M-81303;TCC, papillary, invasive with glandular differentiation;
M-81303;TCC, papillary, invasive with squamous differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81303;TCC, papillary, invasive with trophoblastic differentiation;
M-81302;TCC, papillary, non-invasive, high grade;
M-81302;TCC, papillary, non-invasive, low grade;
M-81223;TCC, sarcomatoid;
M-98313;T-cell large granular lymphocytic leukaemia;
M-98343;T-cell prolymphocytic leukaemia;
M-96883;T-cell/histiocyte rich large B-cell lymphoma;
M-96883;T-cell/histiocyte rich large B-cell lymphoma;
M-96883;T-cell/histiocyte rich large B-cell lymphoma;
M-96883;T-cell/histiocyte rich large B-cell lymphoma;
M-96883;T-cell/histiocyte rich large B-cell lymphoma;
M-96883;T-cell/histiocyte rich large B-cell lymphoma;
M-96883;T-cell/histiocyte rich large B-cell lymphoma;
M-96883;T-cell/histiocyte rich large B-cell lymphoma;
M-91833;Telangiectatic osteosarcoma;
M-92521;Tenosynovial giant cell tumour, diffuse type, Borderline;
M-92520;Tenosynovial giant cell tumour, localized type, Benign;
M-90843;Teratoma with malignant transformation;
M-90843;Teratoma with somatic type malignancies;
M-90803;Teratoma, extratesticular, immature;
M-90800;Teratoma, extratesticular, mature ;
M-90801;Teratoma, extratesticular, NOS;
M-90803;Teratoma, immature (extratesticular);
M-90800;Teratoma, mature (extratesticular);
M-90801;Teratoma, NOS (extratesticular);
M-90803;Teratoma, testicular, postpuberal type;
M-90840;Teratoma, testicular, prepuberal type;
M-82403;Testicular teratoma, monodermal (well differentiated neuroendocrine tumour);
M-90803;Testicular teratoma, postpuberal type;
M-90840;Testicular teratoma, prepuberal type;
M-97681;T-gamma lymphoproliferative disease;
M-97681;T-gamma lymphoproliferative disease;
M-97681;T-gamma lymphoproliferative disease;
M-86000;Thecoma;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99203;Therapy-related myeloid neoplasm;
M-99623;Thrombocythaemia, essential;
M-99623;Thrombocythaemia, idiopathic;
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma (including neuroendocrine epithelial tumours of the thymus);
M-85863;Thymic carcinoma, NOS;
M-85853;Thymic carcinoma, well differentiated;
M-88500;Thymolipoma;
M-85803;Thymoma micronodular with lymphoid stroma;
M-85853;Thymoma, atypical;
M-85843;Thymoma, cortical;
M-85870;Thymoma, ectopic hamartomatous;
M-85853;Thymoma, epithelial;
M-85803;Thymoma, intrapulmonary;
M-85833;Thymoma, lymphocyte-rich;
M-85833;Thymoma, lymphocytic;
M-85813;Thymoma, medullary;
M-85803;Thymoma, metaplastic;
M-85823;Thymoma, mixed type;
M-85803;Thymoma, NOS;
M-85833;Thymoma, organoid;
M-85833;Thymoma, predominantly cortical;
M-85803;Thymoma, sclerosing;
M-85813;Thymoma, spindle cell;
M-85853;Thymoma, squamoid;
M-85813;Thymoma, Type A;
M-85823;Thymoma, Type AB;
M-85833;Thymoma, Type B1;
M-85843;Thymoma, Type B2;
M-85853;Thymoma, Type B3;
M-85863;Thymoma, Type C;
M-98981;Transient abnormal myelopoiesis related to Down syndrome;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-81203;Transitional cell carcinoma;
M-73260;Transitional cell metaplasia;
M-95370;Transitional meningioma;
M-81023;Trichilemmocarcinoma;
M-81020;Trichilemmoma;
M-81000;Trichoblastoma;
M-83910;Trichodiscoma;
M-81000;Trichoepithelioma;
M-81010;Trichofolliculoma;
M-95610;Triton tumour, Benign;
M-95613;Triton tumour, Malignant;
M-95613;Triton tumour, Malignant;
M-95613;Triton tumour, Malignant;
M-95613;Triton tumour, Malignant;
M-91053;Trophoblastic tumour, epithelioid;
M-91041;Trophoblastic tumour, placental site;
M-82720;TSH producing adenoma;
M-82720;TSH producing adenoma;
M-41610;Tubo-ovarian abscess;
M-82113;Tubular adenocarcinoma;
M-82110;Tubular adenoma;
M-82100;Tubular adenoma / adenomatous polyp;
M-82453;Tubular carcinoid;
M-83163;Tubulocystic renal cell carcinoma;
M-85243;Tubulolobular carcinoma;
M-82630;Tubulopapillary adenoma;
M-85600;Tubulosquamous polyp;
M-82630;Tubulovillous adenoma;
M-91610;Tufted angioma;
M-90633;Tumour, spermatocytic;
M-82720;Typical adenoma;
M-82403;Typical carcinoid;
M-80203;Undifferentiated (anaplastic) carcinoma;
M-80203;Undifferentiated carcinoma;
M-80353;Undifferentiated carcinoma with osteoclast-like (stromal) giant cells;
M-88043;Undifferentiated epithelioid sarcoma;
M-88023;Undifferentiated pleomorphic sarcoma (except for bone);
M-88033;Undifferentiated round cell sarcoma;
M-88053;Undifferentiated sarcoma;
M-88013;Undifferentiated spindle cell sarcoma;
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
M-81202;Urothelial carcinoma in situ (non-papillary);
